RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label
AN59UKY7KFW59,Owner,2 BHK,1246.105919,2,2,"Charholi,Pune",18.623733,73.929052,60,0
A39XPX6K05FLLW,Dealer,2 BHK,2065.787383,2,1,"Sector-70A Gurgaon,Gurgaon",28.384116,77.024406,130,0
AFMB9JPLQNWVT,Dealer,2 BHK,1495.016611,2,1,"Sector 78 Faridabad,Faridabad",28.38016,77.369936,49.5,1
A1DLKICH5ZB2DA,Dealer,3 BHK,488.2246377,3,2,"Kasar vadavali,Lalitpur",24.6902,78.416,53.9,0
A3VOBJCRS99G3E,Dealer,3 BHK,1500.508647,2,2,"Bhayli,Vadodara",22.288976,73.128222,29.5,1
A11N6Y2ELG1JJN,Dealer,3 BHK,1655.172414,2,2,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,120,0
A1G0VFQ9198IUF,Owner,3 BHK,1050.286442,2,1,"Vedayapalem,Nellore",14.412591,79.960366,33,1
A31YYS8JRQAZP8,Dealer,3 BHK,1064.837498,2,2,"Ravet,Pune",18.651598,73.735448,65.2,0
A38LI8M6MP59RE,Dealer,3 BHK,1064.112796,2,0,"Majiwada,Mumbai",19.218498,72.992114,120,1
ABH7DF7IGBCXA,Dealer,2 BHK,550,2,2,"Mira Road East,Lalitpur",19.2836,72.8675,55,1
A3IBGWP53XMJY5,Dealer,1 BHK,2086.865788,1,1,"Mohamadwadi,Pune",18.52361,73.84778,160,0
A27TTFTAXKK6DQ,Owner,3 BHK,1700.102006,3,2,"Bhimganj Mandi,Kota",25.220884,75.876291,50,1
A3PZWRXBMD5YKG,Dealer,3 BHK,916.0864786,3,0,"Pimple Saudagar,Pune",18.5956,73.7981,75,0
A2FUCWMB5QYNH4,Dealer,7 BHK,913.0225853,3,2,"Samata Nagar,Mumbai",19.206252,72.962035,95,0
A38O3HBCYKNZ2N,Owner,1 BHK,1130.308413,1,0,"Bhattakufer,Shimla",31.10333,77.17222,70,1
A2TNTY0JVQGGBJ,Dealer,2 BHK,564.844103,2,2,"Nalasopara (West),Mumbai",18.96667,72.83333,25,1
ASHAQCZ26AZ4N,Dealer,5 BHK,1200.14771,3,2,"E M Bypass,Kolkata",22.54111,88.33778,65,0
A2QVVA5EOPBRI5,Dealer,5 BHK,1040.070068,3,1,"Sector-15 Ghansoli,Mumbai",19.126499,72.99956,95,1
A23W4SGMFMSE5N,Owner,3 BHK,1914.48628,2,3,"Sector 8 Sonipat,Sonipat",28.995663,77.077794,60,0
A1Y36ID1H813IP,Owner,2 BHK,1948.717949,2,1,"Piplya Kumar,Indore",22.761472,75.911242,53.2,1
A18MTD4DJ1BY2,Dealer,3 BHK,967.1179884,2,0,"Wakad,Pune",18.5993,73.7625,65,0
A3I6ZG20RKI8JU,Dealer,2 BHK,1318.031311,2,0,"Wadala,Mumbai",31.292091,75.543763,410,1
A3QDGKE0NAS0WO,Dealer,2 BHK,2666.666667,2,1,"Sector-99 Gurgaon,Gurgaon",28.462853,76.962209,200,0
A3DH85EYHW4AQH,Dealer,2 BHK,585.9375,2,3,"Bhugaon,Pune",18.50128,73.75016,36,0
A37WXUMQ6CZ1GM,Dealer,2 BHK,1423.45757,2,1,"Kasavanhalli,Bangalore",12.9077,77.6755,67.6,0
A29QUTP17Q5KJ1,Dealer,2 BHK,495.049505,2,3,"Vasind,Mumbai",18.96667,72.83333,11,0
A18UFRQQ1MOP06,Dealer,1 BHK,2422.089456,1,1,"Ardendale,Bangalore",50.817397,4.42145,150,0
A1E079MVIIMWOK,Dealer,3 BHK,718.0361711,3,2,"Malad (West),Mumbai",19.1849,72.8347,160,1
AEE2RTBH1WD9A,Dealer,2 BHK,1794.392523,2,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,48,1
A19XSO4JSFRSAE,Owner,3 BHK,1250,3,2,"Sikandra,Agra",27.216013,77.950834,49,0
A2BV4J46GUZGQ,Dealer,2 BHK,1600,2,1,"Manpada,Lalitpur",24.69028,78.41889,200,0
AL3EQN8HMELY2,Owner,3 BHK,540.1057228,3,2,"HL Colony,Chennai",13.028627,80.252681,23.5,0
A3JVLYSC4VG8XL,Dealer,1 BHK,1665.103189,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,71,1
A2OWR5G2OAQF7C,Dealer,1 BHK,1828.681424,1,1,"Sector-37D Gurgaon,Gurgaon",28.449774,76.971789,76,1
AMZCZBK1EF1PV,Owner,1 BHK,1726.573536,1,1,"Thanisandra,Bangalore",13.055985,77.622157,110,1
A18CEGOR80OFT0,Dealer,2 BHK,1630.257581,3,1,"Jeejamata Nagar,Lalitpur",24.69028,78.41889,200,1
AMNS6TYMWQG0Y,Dealer,2 BHK,1723.169133,1,0,"Gola Ghata,Kolkata",22.54111,88.33778,92,1
A35SLV5XTFUZ4C,Dealer,3 BHK,1515.789474,3,1,"Kharghar,Mumbai",19.038205,73.06612,180,0
A1VWM885W9XFMT,Dealer,2 BHK,1150,2,1,"Singh More,Ranchi",23.35556,85.33472,46,1
A1RHFH0KA7MFZ3,Dealer,4 BHK,1409.646739,2,3,"Sector-105 Mohali,Mohali",30.658839,76.681686,41.5,0
A1C81NF8MDTTFL,Dealer,3 BHK,1200,2,1,"Sector 78 Faridabad,Faridabad",28.38016,77.369936,25.8,0
A1DIFTP02ERYNS,Owner,2 BHK,1270.325203,2,0,"Sain Vihar,Ghaziabad",28.63601,77.433724,37.5,0
AJGU56YG8G1DQ,Owner,2 BHK,595.0413223,2,2,"Katraj,Pune",18.437853,73.865268,36,1
A1DR8CFJKYFSPR,Dealer,2 BHK,2766.798419,2,3,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,210,0
ARCP4MN7E1NNC,Dealer,3 BHK,405.0769646,3,2,"Shibrampur,Kolkata",22.483287,88.263398,15,1
AV2VEYY6SXUGQ,Owner,2 BHK,599.7818975,2,3,"Waghodia Road,Vadodara",22.294094,73.233686,16.5,0
A2STIW1YRV8KE7,Dealer,1 BHK,1250,1,0,"Sampigehalli,Bangalore",13.081616,77.620233,88,1
AV27V8MP3KAP2,Dealer,2 BHK,550,2,1,"Sathe Nagar,Pune",18.144044,74.569395,22,0
A2GBXK7E5A2VPV,Dealer,3 BHK,1185.313674,3,2,"Vajulsar,Palghar",19.680248,72.757527,41,1
AMTDEF7SAP17N,Owner,3 BHK,1078.050884,2,1,"Satgachi,Kolkata",23.207157,88.404471,75,1
A157UWPD5TDS5H,Dealer,2 BHK,1884.057971,2,2,"Sector-28 Noida,Noida",28.5722,77.3331,130,0
AGRMNBUKVYHKW,Dealer,4 BHK,1150.086256,2,2,"Sahakara Nagar,Bangalore",13.064,77.58,60,1
AO4UH9E8UN2ZJ,Dealer,3 BHK,1854.624487,2,1,"Zirakpur,Chandigarh",30.662283,76.822397,76.8,0
A18CTETG5SJ3DP,Owner,3 BHK,550.1618123,2,0,"Lonikand,Pune",18.52361,73.84778,17,0
A216KUCPWG8XYN,Dealer,3 BHK,1395.23695,3,2,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,58,1
A2BGWBOVZQSY,Dealer,2 BHK,1070.124638,2,0,"Hadapsar,Pune",18.49667,73.94167,85,1
ANUF0T1K35JH9,Dealer,5 BHK,1122.067324,3,2,"Dona Paula,Goa",15.45056,73.80333,99,0
ANAUU7FNHWAVO,Owner,2 BHK,1000,1,0,"Vrindavan Yojna,Lucknow",26.766594,80.949809,35,1
A1KBKZWEQ45BMH,Dealer,2 BHK,1145.339652,2,1,"Ullal,Mangalore",12.837164,74.833514,29,0
AS7W26NNLSU8K,Dealer,2 BHK,706.0010086,2,2,"Nayabad,Kolkata",22.483471,88.417711,28,1
A1JYYNQVR86RTN,Dealer,3 BHK,1321.052632,2,2,"Jagatpura,Jaipur",26.832353,75.841749,50.2,0
A1N5M6H4GKNBG6,Owner,3 BHK,1600,2,2,"Kalathipady,Kottayam",9.592875,76.55165,66,1
A306PAX3GWF5KV,Dealer,3 BHK,581.3315784,3,2,"Dombivli (East),Maharashtra",19.2167,73.0833,53,0
A1QQ60DX82BE3W,Owner,4 BHK,650.1182033,3,2,"Sodepur,Kolkata",22.69995,88.390833,22,0
A2P19WZ6WD2OZK,Dealer,4 BHK,1570.954791,2,3,"Model Colony,Pune",30.131866,77.296756,270,1
A2BN0B0CJQI3KP,Owner,3 BHK,1200,3,1,"Near St.Mary School,Bhimavaram",16.5333,81.5333,60,0
A166W2TPZLTNQA,Dealer,9 BHK,1632.208923,11,2,"New Alipore,Kolkata",22.53028,88.33417,120,0
A257TD5GO1T81W,Dealer,5 BHK,1380.015334,2,3,"Rajarhat,Kolkata",22.54111,88.33778,54,1
A3BD5B8Y8MY25X,Dealer,3 BHK,1375.095493,3,3,"Lohegaon,Pune",18.595456,73.946088,72,1
A11NFERETUWA8Z,Owner,4 BHK,1220.008133,,2,"New Hyderabad,Lucknow",26.81917,80.49861,60,0
A16O0S1QROXGJM,Dealer,1 BHK,1120.045951,1,1,"Wakad,Pune",18.5993,73.7625,78,1
A948FPTGYXYBO,Dealer,2 BHK,1480.062685,2,1,"Indirapuram,Ghaziabad",28.63676,77.36315,85,0
A2BJTZ5JZHAJ9B,Dealer,2 BHK,584.0163934,2,2,"Perambur,Chennai",13.1103,80.2425,39.9,1
A4BUVWK8SXR7Z,Builder,2 BHK,1376.923077,2,1,"Kuttanellur,Thrissur",10.534056,76.184529,53.7,1
ATSAX8ZTAX58B,Owner,4 BHK,4152.028106,3,1,"Alamgir,Ludhiana",30.809003,75.856308,130,1
A3DGMXQVIT6R31,Builder,2 BHK,148939.7228,2,1,"Whitefield,Bangalore",12.9958935,77.761394,8920,1
A37REIKYSHU4ZF,Dealer,4 BHK,1486.403777,2,1,"Manpada,Mumbai",19.239813,72.962722,170,1
AWZ1C2FT0L3W9,Owner,3 BHK,900.3215434,2,2,"Sector 9 A Bharat Nagar,Gandhidham",23.065877,70.142245,14,0
A2SBZQR76C5TXB,Dealer,4 BHK,1120,3,2,"Pammal,Chennai",12.975,80.13472,44.8,1
A37REIKYSHU4ZF,Dealer,3 BHK,1288.855193,2,2,"Nelamangala,Bangalore",13.144144,77.340868,68,0
A1P70MC7XXRFX8,Owner,3 BHK,690.0782089,2,2,"Pimple Nilakh,Pune",18.576018,73.793901,45,0
A2J3CWYRKKY59X,Dealer,4 BHK,1345.755694,3,2,"Sushant Golf City,Lucknow",26.781748,81.006714,52,0
A3UAV8WK31RJY5,Dealer,3 BHK,710.9322602,3,0,"Kalyan (West),Mumbai",19.245347,73.124577,53,1
AVCA516CFZ9HF,Dealer,3 BHK,2143.260011,3,1,"Chembur,Maharashtra",19.05871,72.89969,570,0
ALPB765XCHABX,Owner,4 BHK,821.9178082,2,2,"R.K Pally,Kolkata",22.65,88.34,33,1
A1ONWQH8IQKWKH,Owner,2 BHK,1200.369344,2,2,"Paul Nagar,Vizianagaram",18.11667,83.41667,26,0
A36TDCR3BJZNS6,Dealer,2 BHK,1600,1,1,"Andheri (West),Maharashtra",19.139348,72.820458,310,1
A3PVRBBGCSGP0Y,Dealer,1 BHK,1134.716321,1,0,"Bileshivale,Bangalore",13.054202,77.674002,45.4,0
A21T963HSJXVGX,Dealer,3 BHK,1540.154015,3,1,"Bansdroni,Kolkata",22.470809,88.363181,70,1
AWFA4158DDDWC,Dealer,3 BHK,1129.943503,2,0,"Salaiya,Bhopal",23.150756,77.443534,26,1
A3TF6OME7HCF5F,Owner,2 BHK,1475.288911,1,1,"Nanjundapuram,Coimbatore",10.986809,76.997595,60,0
A2CJGVAHVZGJIP,Dealer,3 BHK,650.0206356,2,3,"Vinay Nagar,Mumbai",19.121226,72.880241,63,1
A14L15JM990MBP,Dealer,2 BHK,2070.393375,2,1,"Nipania,Indore",22.760061,75.928572,90,0
A1KTOS2XRCSCYE,Dealer,3 BHK,343.0400976,3,3,"Karade Khurd,Maharashtra",19.468202,73.292858,22.5,0
ACTRNPJW3RPUI,Owner,3 BHK,1083.863975,2,1,"Action Area II,Kolkata",22.54111,88.33778,80,1
A2C0UAQR4I25P6,Dealer,2 BHK,1932.876472,2,1,"Sector-108 Gurgaon,Gurgaon",28.514348,76.983292,110,1
A13LUJJPV36AC6,Dealer,2 BHK,1500.176491,2,1,"Kondhwa,Pune",18.52361,73.84778,85,0
A2WKQ9LUO7IRBE,Dealer,3 BHK,956.5217391,3,2,"Manpada,Lalitpur",24.69028,78.41889,110,1
AJUFHXALV1WHR,Dealer,1 BHK,1890.482399,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,58,0
A1Y77C1DAMDBNI,Dealer,3 BHK,1484.593838,3,2,"Zirakpur,Chandigarh",30.662283,76.822397,53,1
A20S7XV2JK0UXL,Dealer,2 BHK,964,2,3,"Vinay Nagar,Mumbai",19.121226,72.880241,72.3,0
A1821RZMPRSJBH,Owner,2 BHK,660.1218687,2,2,"Electronic City,Bangalore",12.8458,77.6727,19.5,1
A3R60DE2H7BU5M,Dealer,2 BHK,1207.000604,2,2,"Hebbal,Bangalore",13.04034,77.591347,100,0
A2D64PE54FU972,Dealer,2 BHK,625,2,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,18,0
A1WFB999A4AQYK,Owner,3 BHK,9722.222222,2,2,"Karthikeya Nagar,Secunderabad",17.45,78.5,35,1
A3SXMGUQB2UYVW,Dealer,5 BHK,1165.076822,2,3,"Kanjur Marg (East),Maharashtra",18.96,72.82,160,0
A3B8RCEI0FXFI6,Owner,2 BHK,899.820036,2,0,"Rajopadhye Nagar,Kolhapur",16.7,74.23333,30,0
A29Z5PI9BW2PU3,Dealer,2 BHK,2179.598954,2,2,"Marine Drive,Kochi",9.9800255,76.275303,150,1
A39EBYCBC6A62Z,Owner,2 BHK,632.0779563,2,3,"Sekaran Nagar,Chennai",13.010897,80.224622,24,1
A204906HLJ443E,Owner,3 BHK,1090.059694,2,1,"Harrawala,Dehradun",30.322426,78.041086,42,0
ACSKQVRP8V695,Owner,2 BHK,1080.246914,2,2,"Svr colony rd.no: 5,Kurnool",15.836503,78.018821,35,1
A2HLL8L5QELLLO,Owner,3 BHK,2500,3,2,"Gopalpura Bypass,Jaipur",26.878068,75.779856,140,0
A35NWZIPF97EIS,Dealer,2 BHK,1824.034335,2,1,"Ambedkar Colony,Bangalore",13.073793,77.794824,170,1
A6GKKTS24Q6V7,Owner,2 BHK,1700.276789,2,1,"Tukoganj,Indore",22.724352,75.878033,86,1
A1VTIVOTCXO7VO,Owner,3 BHK,497.9591837,2,2,"Raopura,Vadodara",22.282591,73.09303,12.2,1
A31W11VBMM1OQ0,Dealer,3 BHK,1014.301653,3,1,"Vijay Nagari,Lalitpur",24.69028,78.41889,100,1
AC3ZR64550O35,Owner,2 BHK,1717.229536,2,0,"Bawadia Kalan,Bhopal",23.176444,77.448917,60,1
A2X5PQ4WZBM0SZ,Owner,2 BHK,1267.779839,2,1,"Cbri Colony,Roorkee",29.862201,77.903715,41,0
A3MP1RFOVTGCMI,Dealer,1 BHK,919.0899503,1,0,"Bhugaon,Pune",18.50128,73.75016,61,1
AX9RG05FWB6BD,Owner,8 BHK,1650.269756,3,3,"Zirakpur,Chandigarh",30.662283,76.822397,52,0
A1DJ9FOEOA0WF1,Dealer,4 BHK,1051.524711,2,2,"Malad (East),Lalitpur",19.1758,72.8643,140,0
A1BPPXZZ5RTSS2,Dealer,1 BHK,1024.182077,1,1,"Hoodi,Bangalore",12.989437,77.717806,36,0
A1WMMANU9LCK2N,Owner,2 BHK,1100,2,1,"Frazer Town/Cleveland Town,Bangalore",12.997946,77.612863,88,1
A11S4NOJZGS28Q,Owner,2 BHK,2750.275028,2,2,"Botanical Garden,Surat",22.5593685,88.2880835,150,0
A3JHTGEVR4714V,Dealer,1 BHK,1625.301999,1,0,"Sector-74 Noida,Noida",28.577673,77.389781,74,1
A31S5UIBZ9BBD1,Owner,3 BHK,800,3,1,"Garfa,Kolkata",22.504225,88.379757,30,0
A3PMBXZJ92K7GU,Owner,2 BHK,1432.033488,2,2,"Prafulla Kanan West,Kolkata",22.54111,88.33778,130,1
A31R24ZA4DM11F,Dealer,3 BHK,1528.050644,2,2,"Wadala,Maharashtra",19.015576,72.851441,280,0
AZ7VXEEOF0H40,Dealer,1 BHK,419.0419042,1,1,"Baner,Pune",18.558319,73.77588,41.9,1
A2VZV78X2V3RPE,Dealer,3 BHK,1165.126557,3,2,"UIT,Bhiwadi",28.2102,76.8606,29,1
A2IEI64V5JUHCF,Dealer,2 BHK,2278.571429,2,2,"Bolar,Mangalore",12.843852,74.845271,95.7,0
A19AJYWSXCFYBY,Dealer,2 BHK,1843.537415,2,2,"Kundli,Sonipat",28.874383,77.113251,54.2,1
A2YXK01X9CDYGH,Dealer,3 BHK,1306.67712,3,2,"Mira Road,Mumbai",19.283359,72.864964,100,0
A2SJ5U8LJCV18H,Dealer,3 BHK,1288.014311,3,3,"Zirakpur,Chandigarh",30.662283,76.822397,36,0
AO41UUXDH3CO,Dealer,3 BHK,1820.020222,2,1,"Goregaon (East),Lalitpur",19.1615,72.8731,450,1
A22A7OEB664QSC,Dealer,3 BHK,1465.273029,2,2,"Sector-8 Ulwe,Mumbai",19.216097,72.821721,150,1
A3T0XNCN34YSWE,Dealer,2 BHK,1782.178218,2,1,"Edapally,Kochi",9.930471,76.271273,90,0
A1I4UIBK83VV1Q,Owner,2 BHK,1344.743276,2,1,"Kengeri,Bangalore",12.919987,77.489265,55,1
A394MHK3CSDGUV,Dealer,4 BHK,698.0306346,3,2,"Uttarahalli,Bangalore",12.90579,77.54264,31.9,0
A37YPYG4AUQFOT,Owner,2 BHK,883.0022075,2,2,"Mysore Road,Bangalore",12.96991,77.59796,52,1
A5R2B96GZWAE7,Dealer,2 BHK,635,2,1,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,25.4,0
A3RNVTDCBB0NFI,Dealer,4 BHK,1340.159615,3,2,"Hadapsar,Pune",18.49667,73.94167,89,1
A3SSH0YMILRQU2,Owner,3 BHK,1250,3,2,"Near leo classes,Surat",41.2234,-85.0111,30,0
AC4PLBII96SUC,Dealer,2 BHK,1150.130348,2,0,"Ulwe,Maharashtra",18.973908,73.025106,75,1
A219LI5KK8V8R1,Dealer,1 BHK,886.7298944,1,1,"Goregaon (West),Mumbai",19.161955,72.839616,230,0
A3HRFH52UB70L7,Dealer,2 BHK,680.0552545,2,0,"Kolshet Road,Lalitpur",24.69028,78.41889,64,1
A2PS4H0PABQYHG,Builder,7 BHK,919.5781147,7,2,"Gulmohar Colony,Bhopal",23.185601,77.435433,27.9,0
AP6HPIGX1SAAL,Dealer,1 BHK,1718.523878,1,0,"Shankar Pada,Lalitpur",24.69028,78.41889,190,1
A1YP0TYC0FPM73,Dealer,1 BHK,905.1186017,1,0,"Virar West,Lalitpur",19.4559,72.8114,43.5,1
A290S3VPH3P6VO,Builder,2 BHK,1609.756098,2,2,"Vaishali Nagar,Jaipur",26.91868,75.750399,66,0
A21CC82KBPT1JB,Dealer,2 BHK,1830.377444,2,1,"Gomti Nagar Extension,Lucknow",21,77,80.5,0
A3RNKSZ2W573RU,Owner,3 BHK,880.0993995,3,2,"Edapally,Kochi",9.930471,76.271273,42.5,0
A3N3QK4DKTL0FM,Owner,8 BHK,1525.79317,7,2,"KR Puram,Bangalore",13.010349,77.712151,63,1
A27WZVW45MRO01,Dealer,2 BHK,3400.204012,2,1,"Sector 41 Faridabad,Faridabad",28.469744,77.289808,100,1
A2TIXE6PJOC7X2,Dealer,3 BHK,1025.077796,2,2,"Taloja Panchanand,Mumbai",18.96667,72.83333,56,1
AE5DR1HZNY9CV,Owner,2 BHK,1236.004072,2,1,"Manganam,Kottayam",9.575948,76.55974,85,1
A3E3YJO2V3YZUM,Dealer,1 BHK,1469.335605,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,34.5,1
A1ER07TOX6RHSU,Dealer,2 BHK,389.6443515,2,1,"Virar West,Lalitpur",19.4559,72.8114,29.8,0
A3CP4FB1CZCRW3,Dealer,1 BHK,1361.049245,1,1,"Ulwe,Maharashtra",18.973908,73.025106,110,1
A1NXGRAQROM9AL,Dealer,2 BHK,1070.018093,2,2,"Danda,Lalitpur",25.759244,78.621641,550,0
A3AEB0UGBHU44M,Dealer,3 BHK,1211.973716,2,1,"Horamavu Agara,Bangalore",13.0318,77.6583,49.8,1
AECDRQB9XVYB4,Dealer,3 BHK,1350.048216,3,1,"Pimple Saudagar,Pune",18.5956,73.7981,84,0
A26IDKJAMW7IH8,Owner,2 BHK,752.0111927,2,2,"Sector-4 Vasundhara,Ghaziabad",28.65998,77.370279,43,1
A6IL98GAOECR5,Dealer,3 BHK,750.0534988,2,1,"Airoli,Lalitpur",19.159184,72.993784,70.1,0
A2SAMAD4Y3UCT0,Dealer,2 BHK,2256.06317,2,2,"NIBM,Pune",18.475864,73.890009,120,1
ARDU0AO7974KW,Owner,2 BHK,1205.37784,2,1,"Sayajipura,Vadodara",22.323406,73.240395,26,0
A1W655J5ZE1Z33,Owner,5 BHK,796.9397514,3,2,"Kurunji Nagar,Chennai",13.09,80.27,50,1
A2YQJ44XCVYT0M,Dealer,4 BHK,1622.822002,2,3,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,95,0
A3V9TJMGP2RNU3,Owner,3 BHK,1140.065147,2,1,"Koritepadu,Guntur",16.313877,80.434836,35,1
A3L8MP3YA6U4R5,Owner,3 BHK,317.0289855,3,3,"Panki,Kanpur",26.462204,80.239088,10.5,1
A37XRRE5STW4IV,Owner,5 BHK,949.9136442,2,0,"R V Desai Road,Vadodara",22.7156,73.2927,22,0
A3F2Y0NIGB5ZVR,Dealer,3 BHK,1423.636364,2,2,"Siddapura,Bangalore",12.953042,77.732643,78.3,1
A1BQGB0OQWIFF9,Dealer,3 BHK,869.9686811,3,2,"Bhandup (West),Mumbai",19.147866,72.932609,150,0
A2WVF9ZQ068DN0,Dealer,3 BHK,1772.362227,3,2,"Chembur,Mumbai",19.05871,72.89969,320,0
A1YUL9PCJR3JTY,Dealer,3 BHK,669.9384591,2,2,"kurla (west),Lalitpur",19.0713,72.883,86,1
AVM2B9N0UFA9H,Owner,3 BHK,1000,2,2,"Mangyawas,Jaipur",26.857412,75.743221,29,1
A1QAJ948PN36II,Dealer,9 BHK,710.0031556,10,2,"Taloja,Mumbai",19.076057,73.097319,45,0
AM9URRLZAF29K,Owner,2 BHK,1575.795777,2,2,"Sector 89 Faridabad,Faridabad",28.431903,77.364821,50,1
A1JQOC5JHYKZYL,Dealer,3 BHK,1177.971925,3,1,"Taleigao,Panaji",15.467771,73.826033,120,0
A5FPPBPBAFJ2S,Dealer,3 BHK,1784.214945,3,0,"Anna Nagar,Chennai",13.0846,80.2179,170,1
A7TCUZ9EVNRS0,Dealer,2 BHK,2090.152938,2,2,"Zirakpur,Chandigarh",30.662283,76.822397,77.9,0
A3E93G4CH7SUFZ,Dealer,3 BHK,1378.26087,3,1,"Kolapakkam,Chennai",13.007082,80.151497,63.4,1
A3J30T6XOU0BWS,Dealer,3 BHK,1595.179015,3,2,"Sarjapur,Bangalore",12.86,77.786,90,0
A1RQQ2HWUGEUWA,Dealer,2 BHK,885.7142857,2,2,"Manapakkam,Chennai",13.0133,80.17286,46.5,0
A32MYPC8W71G18,Owner,3 BHK,1666.082076,2,3,"Akshaya Nagar,Bangalore",12.96991,77.59796,95,1
A21LJ23K0HFF10,Dealer,2 BHK,3285.014079,2,1,"Wadala East,Maharashtra",19.014858,72.8662,630,0
ABN71P7HPHNB5,Dealer,3 BHK,1020.007846,3,3,"Mira Road,Mumbai",19.283359,72.864964,78,0
A6C3DDB4N0U5D,Owner,3 BHK,1250,2,3,"Sector-1 Vidhyadhar Nagar,Jaipur",26.959353,75.779194,55,1
A3OYJTGNJDH660,Dealer,2 BHK,472.0161834,2,2,"Kolshet Road,Mumbai",19.249861,72.963866,70,1
A34G1IVU53D91O,Owner,3 BHK,820.256776,3,1,"Umargam,Valsad",20.27801,72.84171,23,0
A2TK2DJJ8PCIGE,Dealer,4 BHK,720.0460829,2,1,"Sector 17 Ulwe,Maharashtra",18.964489,73.019574,50,0
A3R7A2954ZKBZK,Owner,3 BHK,1019.974501,8,3,"Balagere,Bangalore",12.93687,77.720248,72,0
A3AYK1I6RAHYR1,Dealer,3 BHK,2763.085182,2,2,"Sector-128 Noida,Noida",28.522931,77.357078,350,1
A2QYFW82MD0SY6,Dealer,4 BHK,1285.84287,2,2,"Poonam Gardens,Lalitpur",24.69028,78.41889,100,1
A38MF3LIFBPX51,Dealer,5 BHK,2900.652647,2,2,"Kanke,Ranchi",23.35556,85.33472,120,1
A3TTGKBYJCV8J6,Owner,2 BHK,6456.241033,2,1,"Verem,Goa",15.047865,74.258945,45,1
A1PKVDA89F3SQQ,Owner,3 BHK,649.9535747,8,3,"Shahunagar,Pune",18.52361,73.84778,35,1
AMFYR0T3ZCY8S,Dealer,3 BHK,1625.301999,2,1,"Noida Sector-150 ATS Le Grandiose,Noida",28.530661,77.372736,74,0
A2E58SOV509OGK,Owner,2 BHK,850.0772798,2,1,"Sector-129 Noida,Noida",28.507373,77.386719,44,1
A3JPZKLKXNZHIE,Owner,2 BHK,1045.150502,2,2,"New Mehul Nagar,Jamnagar",22.47,70.07,25,0
ABXZ7V8DVN5ZO,Owner,2 BHK,1150.22656,2,1,"Rampur Ghana,Amroha",28.858274,78.465166,33,0
A2GTW6FM6DRZSZ,Owner,4 BHK,1254.064097,2,3,"ITI Layout,Bangalore",12.96991,77.59796,81,0
A3C2F0J9YACVB1,Dealer,2 BHK,2100.006614,2,2,"Cuffe Parade,Lalitpur",18.9147285,72.8202265,1270,1
A1ZN56A70GEGN7,Dealer,2 BHK,1100.046318,2,3,"Sector 5 Ulwe,Lalitpur",22.575343,88.433715,95,0
A12NVPFJVS0EQW,Dealer,3 BHK,1332.149201,3,2,"Dhanori,Pune",18.578765,73.890693,90,1
A3ULMCBO9WAN2L,Dealer,3 BHK,1289.62536,3,2,"Sarjapur,Bangalore",12.86,77.786,89.5,0
A2H92JBMYI97KA,Owner,9 BHK,1350.135014,12,2,"Sahibabad,Ghaziabad",28.6711,77.3683,45,1
A3F9CMU8KNAY1M,Owner,3 BHK,880.0433252,3,0,"Jwalapur,Haridwar",29.9243,78.1076,32.5,0
A1PRJJ5NR4VTAK,Owner,3 BHK,1079.913607,2,2,"Satya Nagar,Bhubaneswar",20.2814,85.849075,40,1
A1Z5TMUGWOQ1Z5,Owner,3 BHK,1279.863481,2,1,"Sector-134 Noida,Noida",28.5041,77.381557,60,1
AX5JZLRL9KN9B,Dealer,1 BHK,457.321174,1,1,"Evershine Nagar,Mumbai",24.090195,87.990011,170,0
A21VIUWL12CNEL,Dealer,2 BHK,1884.210526,2,1,"Sushant Golf City,Lucknow",26.781748,81.006714,71.6,1
A2QOP0L8VG843A,Dealer,3 BHK,1600,3,3,"Sector-8 Ulwe,Maharashtra",19.216097,72.821721,120,0
ALIU1R2MJQ53F,Owner,2 BHK,900.090009,2,1,"Sonarpur,Kolkata",22.4426,88.4304,40,0
A1N0AEOEZV7ZWM,Builder,2 BHK,1281.553398,2,2,"Baker Hill,Kottayam",9.594191,76.524269,66,1
A36JCWHDZW0JXY,Owner,4 BHK,702.202362,2,0,"Alok Nagar,Indore",22.72056,75.84722,22,1
A1B40VHNFY129X,Dealer,2 BHK,1093.135111,2,2,"Balewadi,Pune",18.097689,74.735239,75,0
A22LUAIE4SMPGZ,Owner,3 BHK,1098.283931,2,2,"Bhuwana,Udaipur",24.617977,73.708104,35.2,1
A3OE43295RWN74,Dealer,4 BHK,1750.996256,2,2,"Rajaji Nagar,Bangalore",12.9847,77.5491,290,0
